,zone,x,y
2021-05-14,Kufstein,2.0,11.0
2021-05-15,Kufstein,2.0,5.0
2021-05-16,Kufstein,1.0,4.0
2021-05-17,Kufstein,4.0,4.0
2021-05-18,Kufstein,6.0,5.0
2021-05-19,Kufstein,9.0,4.0
2021-05-20,Kufstein,7.0,3.0
2021-05-21,Kufstein,9.0,2.0
2021-05-22,Kufstein,5.0,2.0
2021-05-23,Kufstein,2.0,1.0
2021-05-24,Kufstein,5.0,19.0
2021-05-25,Kufstein,3.0,3.0
2021-05-26,Kufstein,3.0,2.0
2021-05-27,Kufstein,10.0,4.0
2021-05-28,Kufstein,2.0,0.0
2021-05-29,Kufstein,0.0,2.0
2021-05-30,Kufstein,5.0,-1.0
2021-05-31,Kufstein,5.0,0.0
2021-06-01,Kufstein,6.0,1.0
2021-06-02,Kufstein,5.0,-4.0
2021-06-03,Kufstein,3.0,14.0
2021-06-04,Kufstein,1.0,7.0
2021-06-05,Kufstein,6.0,1.0
2021-06-06,Kufstein,7.0,-1.0
2021-06-07,Kufstein,4.0,2.0
2021-06-08,Kufstein,2.0,2.0
2021-06-09,Kufstein,3.0,2.0
2021-06-10,Kufstein,3.0,2.0
2021-06-11,Kufstein,2.0,0.0
2021-06-12,Kufstein,1.0,-2.0
2021-06-13,Kufstein,0.0,-4.0
2021-06-14,Kufstein,1.0,-1.0
2021-06-15,Kufstein,0.0,-1.0
2021-06-16,Kufstein,0.0,-2.0
2021-06-17,Kufstein,0.0,-1.0
2021-06-18,Kufstein,0.0,0.0
2021-06-19,Kufstein,0.0,-4.0
2021-06-20,Kufstein,0.0,-4.0
2021-06-21,Kufstein,0.0,0.0
2021-06-22,Kufstein,1.0,1.0
2021-06-23,Kufstein,0.0,0.0
2021-06-24,Kufstein,0.0,1.0
2021-06-25,Kufstein,0.0,2.0
2021-06-26,Kufstein,0.0,-2.0
2021-06-27,Kufstein,0.0,-4.0
2021-06-28,Kufstein,0.0,-2.0
2021-06-29,Kufstein,0.0,1.0
2021-06-30,Kufstein,0.0,0.0
2021-07-01,Kufstein,0.0,2.0
2021-07-02,Kufstein,0.0,0.0
2021-07-03,Kufstein,0.0,-4.0
2021-07-04,Kufstein,2.0,-2.0
2021-07-05,Kufstein,0.0,0.0
2021-07-06,Kufstein,0.0,-1.0
2021-07-07,Kufstein,0.0,0.0
2021-07-08,Kufstein,2.0,1.0
2021-07-09,Kufstein,2.0,0.0
2021-07-10,Kufstein,3.0,-6.0
2021-07-11,Kufstein,1.0,-3.0
2021-07-12,Kufstein,3.0,-2.0
2021-07-13,Kufstein,3.0,4.0
2021-07-14,Kufstein,2.0,4.0
2021-07-15,Kufstein,3.0,3.0
2021-07-16,Kufstein,4.0,3.0
2021-07-17,Kufstein,2.0,2.0
2021-07-18,Kufstein,3.0,1.0
2021-07-19,Kufstein,8.0,1.0
2021-07-20,Kufstein,5.0,1.0
2020-09-01,Landeck,1.0,2.0
2020-09-02,Landeck,1.0,1.0
2020-09-03,Landeck,0.0,1.0
2020-09-04,Landeck,0.0,0.0
2020-09-05,Landeck,0.0,
2020-09-06,Landeck,0.0,
2020-09-07,Landeck,1.0,2.0
2020-09-08,Landeck,2.0,-1.0
2020-09-09,Landeck,3.0,-2.0
2020-09-10,Landeck,0.0,1.0
2020-09-11,Landeck,3.0,1.0
2020-09-12,Landeck,4.0,
2020-09-13,Landeck,3.0,
2020-09-14,Landeck,8.0,-2.0
2020-09-15,Landeck,5.0,-2.0
2020-09-16,Landeck,10.0,-1.0
2020-09-17,Landeck,4.0,0.0
2020-09-18,Landeck,9.0,-1.0
2020-09-19,Landeck,7.0,
2020-09-20,Landeck,0.0,
2020-09-21,Landeck,2.0,0.0
2020-09-22,Landeck,5.0,1.0
2020-09-23,Landeck,5.0,2.0
2020-09-24,Landeck,4.0,2.0
2020-09-25,Landeck,5.0,6.0
2020-09-26,Landeck,6.0,8.0
2020-09-27,Landeck,7.0,4.0
2020-09-28,Landeck,7.0,3.0
2020-09-29,Landeck,10.0,3.0
2020-09-30,Landeck,22.0,1.0
2020-10-01,Landeck,8.0,3.0
2020-10-02,Landeck,10.0,4.0
2020-10-03,Landeck,1.0,7.0
2020-10-04,Landeck,6.0,4.0
2020-10-05,Landeck,2.0,3.0
2020-10-06,Landeck,5.0,2.0
2020-10-07,Landeck,6.0,3.0
2020-10-08,Landeck,4.0,3.0
2020-10-09,Landeck,5.0,3.0
2020-10-10,Landeck,8.0,7.0
2020-10-11,Landeck,3.0,8.0
2020-10-12,Landeck,7.0,4.0
2020-10-13,Landeck,8.0,3.0
2020-10-14,Landeck,11.0,3.0
2020-10-15,Landeck,12.0,5.0
2020-10-16,Landeck,6.0,6.0
2020-10-17,Landeck,23.0,8.0
2020-10-18,Landeck,13.0,5.0
2020-10-19,Landeck,20.0,4.0
2020-10-20,Landeck,19.0,5.0
2020-10-21,Landeck,18.0,4.0
2020-10-22,Landeck,10.0,6.0
2020-10-23,Landeck,8.0,6.0
2020-10-24,Landeck,4.0,8.0
2020-10-25,Landeck,11.0,4.0
2020-10-26,Landeck,17.0,22.0
2020-10-27,Landeck,21.0,6.0
2020-10-28,Landeck,21.0,6.0
2020-10-29,Landeck,14.0,9.0
2020-10-30,Landeck,19.0,8.0
2020-10-31,Landeck,16.0,6.0
2020-11-01,Landeck,23.0,8.0
2020-11-02,Landeck,16.0,7.0
2020-11-03,Landeck,19.0,9.0
2020-11-04,Landeck,29.0,9.0
2020-11-05,Landeck,51.0,10.0
2020-11-06,Landeck,26.0,11.0
2020-11-07,Landeck,32.0,11.0
2020-11-08,Landeck,27.0,9.0
2020-11-09,Landeck,34.0,8.0
2020-11-10,Landeck,39.0,9.0
2020-11-11,Landeck,20.0,9.0
2020-11-12,Landeck,9.0,10.0
2020-11-13,Landeck,19.0,11.0
2020-11-14,Landeck,36.0,11.0
2020-11-15,Landeck,12.0,10.0
2020-11-16,Landeck,22.0,7.0
2020-11-17,Landeck,17.0,15.0
2020-11-18,Landeck,7.0,14.0
2020-11-19,Landeck,28.0,16.0
2020-11-20,Landeck,12.0,19.0
2020-11-21,Landeck,28.0,18.0
2020-11-22,Landeck,6.0,13.0
2020-11-23,Landeck,20.0,14.0
2020-11-24,Landeck,15.0,14.0
2020-11-25,Landeck,10.0,13.0
2020-11-26,Landeck,13.0,15.0
2020-11-27,Landeck,14.0,16.0
2020-11-28,Landeck,3.0,15.0
2020-11-29,Landeck,4.0,13.0
2020-11-30,Landeck,22.0,12.0
2020-12-01,Landeck,18.0,14.0
2020-12-02,Landeck,32.0,14.0
2020-12-03,Landeck,15.0,14.0
2020-12-04,Landeck,21.0,17.0
2020-12-05,Landeck,33.0,17.0
2020-12-06,Landeck,19.0,14.0
2020-12-07,Landeck,7.0,11.0
2020-12-08,Landeck,8.0,22.0
2020-12-09,Landeck,14.0,10.0
2020-12-10,Landeck,29.0,10.0
2020-12-11,Landeck,4.0,11.0
2020-12-12,Landeck,16.0,13.0
2020-12-13,Landeck,11.0,13.0
2020-12-14,Landeck,16.0,7.0
2020-12-15,Landeck,26.0,9.0
2020-12-16,Landeck,19.0,8.0
2020-12-17,Landeck,16.0,10.0
2020-12-18,Landeck,14.0,11.0
2020-12-19,Landeck,14.0,12.0
2020-12-20,Landeck,14.0,12.0
2020-12-21,Landeck,31.0,9.0
2020-12-22,Landeck,12.0,9.0
2020-12-23,Landeck,30.0,11.0
2020-12-24,Landeck,21.0,22.0
2020-12-25,Landeck,4.0,24.0
2020-12-26,Landeck,13.0,17.0
2020-12-27,Landeck,33.0,11.0
2020-12-28,Landeck,18.0,21.0
2020-12-29,Landeck,26.0,18.0
2020-12-30,Landeck,17.0,17.0
2020-12-31,Landeck,14.0,22.0
2021-01-01,Landeck,8.0,27.0
2021-01-02,Landeck,26.0,15.0
2021-01-03,Landeck,4.0,12.0
2021-01-04,Landeck,21.0,17.0
2021-01-05,Landeck,13.0,15.0
2021-01-06,Landeck,6.0,26.0
2021-01-07,Landeck,16.0,18.0
2021-01-08,Landeck,15.0,20.0
2021-01-09,Landeck,13.0,15.0
2021-01-10,Landeck,11.0,10.0
2021-01-11,Landeck,7.0,14.0
2021-01-12,Landeck,8.0,15.0
2021-01-13,Landeck,8.0,15.0
2021-01-14,Landeck,3.0,21.0
2021-01-15,Landeck,1.0,20.0
2021-01-16,Landeck,11.0,12.0
2021-01-17,Landeck,7.0,13.0
2021-01-18,Landeck,7.0,14.0
2021-01-19,Landeck,3.0,12.0
2021-01-20,Landeck,4.0,13.0
2021-01-21,Landeck,3.0,15.0
2021-01-22,Landeck,4.0,15.0
2021-01-23,Landeck,4.0,15.0
2021-01-24,Landeck,1.0,10.0
2021-01-25,Landeck,0.0,14.0
2021-01-26,Landeck,2.0,16.0
2021-01-27,Landeck,9.0,16.0
2021-01-28,Landeck,1.0,19.0
2021-01-29,Landeck,8.0,19.0
2021-01-30,Landeck,0.0,16.0
2021-01-31,Landeck,4.0,12.0
2021-02-01,Landeck,3.0,13.0
2021-02-02,Landeck,4.0,13.0
2021-02-03,Landeck,3.0,14.0
2021-02-04,Landeck,5.0,14.0
2021-02-05,Landeck,7.0,14.0
2021-02-06,Landeck,1.0,12.0
2021-02-07,Landeck,0.0,12.0
2021-02-08,Landeck,3.0,10.0
2021-02-09,Landeck,8.0,10.0
2021-02-10,Landeck,9.0,12.0
2021-02-11,Landeck,3.0,13.0
2021-02-12,Landeck,2.0,13.0
2021-02-13,Landeck,5.0,11.0
2021-02-14,Landeck,5.0,9.0
2021-02-15,Landeck,4.0,11.0
2021-02-16,Landeck,3.0,10.0
2021-02-17,Landeck,2.0,10.0
2021-02-18,Landeck,2.0,12.0
2021-02-19,Landeck,5.0,13.0
2021-02-20,Landeck,5.0,9.0
2021-02-21,Landeck,2.0,7.0
2021-02-22,Landeck,5.0,9.0
2021-02-23,Landeck,21.0,9.0
2021-02-24,Landeck,10.0,9.0
2021-02-25,Landeck,3.0,10.0
2021-02-26,Landeck,0.0,11.0
2021-02-27,Landeck,5.0,12.0
2021-02-28,Landeck,5.0,6.0
2021-03-01,Landeck,12.0,8.0
2021-03-02,Landeck,10.0,8.0
2021-03-03,Landeck,6.0,9.0
2021-03-04,Landeck,10.0,11.0
2021-03-05,Landeck,11.0,13.0
2021-03-06,Landeck,2.0,10.0
2021-03-07,Landeck,6.0,9.0
2021-03-08,Landeck,8.0,9.0
2021-03-09,Landeck,1.0,9.0
2021-03-10,Landeck,10.0,9.0
2021-03-11,Landeck,6.0,11.0
2021-03-12,Landeck,10.0,11.0
2021-03-13,Landeck,4.0,10.0
2021-03-14,Landeck,7.0,12.0
2021-03-15,Landeck,12.0,11.0
2021-03-16,Landeck,14.0,11.0
2021-03-17,Landeck,8.0,11.0
2021-03-18,Landeck,10.0,10.0
2021-03-19,Landeck,14.0,12.0
2021-03-20,Landeck,6.0,12.0
2021-03-21,Landeck,5.0,11.0
2021-03-22,Landeck,5.0,10.0
2021-03-23,Landeck,13.0,8.0
2021-03-24,Landeck,13.0,8.0
2021-03-25,Landeck,31.0,9.0
2021-03-26,Landeck,11.0,10.0
2021-03-27,Landeck,4.0,11.0
2021-03-28,Landeck,13.0,7.0
2021-03-29,Landeck,14.0,8.0
2021-03-30,Landeck,20.0,6.0
2021-03-31,Landeck,22.0,7.0
2021-04-01,Landeck,4.0,8.0
2021-04-02,Landeck,6.0,13.0
2021-04-03,Landeck,9.0,11.0
2021-04-04,Landeck,5.0,7.0
2021-04-05,Landeck,3.0,22.0
2021-04-06,Landeck,8.0,8.0
2021-04-07,Landeck,4.0,11.0
2021-04-08,Landeck,12.0,10.0
2021-04-09,Landeck,9.0,10.0
2021-04-10,Landeck,5.0,10.0
2021-04-11,Landeck,8.0,9.0
2021-04-12,Landeck,7.0,11.0
2021-04-13,Landeck,8.0,9.0
2021-04-14,Landeck,8.0,8.0
2021-04-15,Landeck,8.0,10.0
2021-04-16,Landeck,9.0,10.0
2021-04-17,Landeck,10.0,10.0
2021-04-18,Landeck,2.0,11.0
2021-04-19,Landeck,4.0,9.0
2021-04-20,Landeck,17.0,8.0
2021-04-21,Landeck,9.0,7.0
2021-04-22,Landeck,3.0,9.0
2021-04-23,Landeck,7.0,9.0
2021-04-24,Landeck,3.0,8.0
2021-04-25,Landeck,6.0,7.0
2021-04-26,Landeck,7.0,8.0
2021-04-27,Landeck,6.0,6.0
2021-04-28,Landeck,9.0,6.0
2021-04-29,Landeck,3.0,9.0
2021-04-30,Landeck,5.0,8.0
2021-05-01,Landeck,16.0,13.0
2021-05-02,Landeck,2.0,12.0
2021-05-03,Landeck,4.0,6.0
2021-05-04,Landeck,6.0,5.0
2021-05-05,Landeck,7.0,8.0
2021-05-06,Landeck,7.0,8.0
2021-05-07,Landeck,14.0,9.0
2021-05-08,Landeck,8.0,8.0
2021-05-09,Landeck,4.0,6.0
2021-05-10,Landeck,10.0,5.0
2021-05-11,Landeck,4.0,6.0
2021-05-12,Landeck,16.0,4.0
2021-05-13,Landeck,4.0,25.0
2021-05-14,Landeck,7.0,10.0
2021-05-15,Landeck,4.0,9.0
2021-05-16,Landeck,8.0,9.0
2021-05-17,Landeck,4.0,4.0
2021-05-18,Landeck,7.0,4.0
2021-05-19,Landeck,5.0,4.0
2021-05-20,Landeck,5.0,4.0
2021-05-21,Landeck,3.0,2.0
2021-05-22,Landeck,2.0,5.0
2021-05-23,Landeck,4.0,4.0
2021-05-24,Landeck,2.0,19.0
2021-05-25,Landeck,5.0,2.0
2021-05-26,Landeck,1.0,2.0
2021-05-27,Landeck,2.0,5.0
2021-05-28,Landeck,1.0,1.0
2021-05-29,Landeck,1.0,5.0
2021-05-30,Landeck,1.0,2.0
2021-05-31,Landeck,5.0,1.0
2021-06-01,Landeck,1.0,0.0
2021-06-02,Landeck,3.0,-3.0
2021-06-03,Landeck,2.0,12.0
2021-06-04,Landeck,2.0,7.0
2021-06-05,Landeck,0.0,5.0
2021-06-06,Landeck,3.0,3.0
2021-06-07,Landeck,3.0,2.0
2021-06-08,Landeck,0.0,2.0
2021-06-09,Landeck,1.0,2.0
2021-06-10,Landeck,1.0,2.0
2021-06-11,Landeck,1.0,1.0
2021-06-12,Landeck,3.0,1.0
2021-06-13,Landeck,1.0,-1.0
2021-06-14,Landeck,0.0,-1.0
2021-06-15,Landeck,0.0,-1.0
2021-06-16,Landeck,0.0,-1.0
2021-06-17,Landeck,0.0,0.0
2021-06-18,Landeck,0.0,1.0
2021-06-19,Landeck,1.0,0.0
2021-06-20,Landeck,0.0,-1.0
2021-06-21,Landeck,0.0,-1.0
2021-06-22,Landeck,0.0,-1.0
2021-06-23,Landeck,0.0,-1.0
2021-06-24,Landeck,0.0,0.0
2021-06-25,Landeck,1.0,1.0
2021-06-26,Landeck,0.0,0.0
2021-06-27,Landeck,0.0,-1.0
2021-06-28,Landeck,0.0,-1.0
2021-06-29,Landeck,0.0,0.0
2021-06-30,Landeck,0.0,0.0
2021-07-01,Landeck,0.0,2.0
2021-07-02,Landeck,0.0,-1.0
2021-07-03,Landeck,0.0,-1.0
2021-07-04,Landeck,0.0,2.0
2021-07-05,Landeck,1.0,-1.0
2021-07-06,Landeck,0.0,-3.0
2021-07-07,Landeck,0.0,-2.0
2021-07-08,Landeck,3.0,2.0
2021-07-09,Landeck,2.0,0.0
2021-07-10,Landeck,1.0,-3.0
2021-07-11,Landeck,0.0,-3.0
2021-07-12,Landeck,0.0,-2.0
2021-07-13,Landeck,1.0,3.0
2021-07-14,Landeck,0.0,2.0
2021-07-15,Landeck,0.0,4.0
2021-07-16,Landeck,2.0,2.0
2021-07-17,Landeck,0.0,3.0
2021-07-18,Landeck,0.0,2.0
2021-07-19,Landeck,1.0,-1.0
2021-07-20,Landeck,0.0,-3.0
2020-09-01,Leibnitz,0.0,1.0
2020-09-02,Leibnitz,1.0,-1.0
2020-09-03,Leibnitz,2.0,-1.0
2020-09-04,Leibnitz,1.0,-1.0
2020-09-05,Leibnitz,1.0,-5.0
2020-09-06,Leibnitz,1.0,
2020-09-07,Leibnitz,0.0,1.0
2020-09-08,Leibnitz,2.0,-1.0
2020-09-09,Leibnitz,1.0,-2.0
2020-09-10,Leibnitz,4.0,-2.0
2020-09-11,Leibnitz,2.0,-4.0
2020-09-12,Leibnitz,1.0,-8.0
2020-09-13,Leibnitz,0.0,
2020-09-14,Leibnitz,0.0,-4.0
2020-09-15,Leibnitz,1.0,-4.0
2020-09-16,Leibnitz,5.0,-4.0
2020-09-17,Leibnitz,3.0,-3.0
2020-09-18,Leibnitz,4.0,-2.0
2020-09-19,Leibnitz,3.0,-3.0
2020-09-20,Leibnitz,13.0,
2020-09-21,Leibnitz,0.0,-1.0
2020-09-22,Leibnitz,2.0,-1.0
2020-09-23,Leibnitz,4.0,-1.0
2020-09-24,Leibnitz,0.0,-1.0
2020-09-25,Leibnitz,3.0,3.0
2020-09-26,Leibnitz,0.0,3.0
2020-09-27,Leibnitz,5.0,1.0
2020-09-28,Leibnitz,1.0,3.0
2020-09-29,Leibnitz,2.0,1.0
2020-09-30,Leibnitz,3.0,-1.0
2020-10-01,Leibnitz,0.0,-2.0
2020-10-02,Leibnitz,1.0,-1.0
2020-10-03,Leibnitz,1.0,1.0
2020-10-04,Leibnitz,1.0,0.0
2020-10-05,Leibnitz,3.0,0.0
2020-10-06,Leibnitz,2.0,0.0
2020-10-07,Leibnitz,5.0,1.0
2020-10-08,Leibnitz,2.0,0.0
2020-10-09,Leibnitz,3.0,-1.0
2020-10-10,Leibnitz,8.0,0.0
2020-10-11,Leibnitz,4.0,6.0
2020-10-12,Leibnitz,5.0,1.0
2020-10-13,Leibnitz,11.0,2.0
2020-10-14,Leibnitz,2.0,1.0
2020-10-15,Leibnitz,8.0,4.0
2020-10-16,Leibnitz,6.0,3.0
2020-10-17,Leibnitz,13.0,3.0
2020-10-18,Leibnitz,17.0,2.0
2020-10-19,Leibnitz,6.0,1.0
2020-10-20,Leibnitz,8.0,2.0
2020-10-21,Leibnitz,15.0,1.0
2020-10-22,Leibnitz,34.0,1.0
2020-10-23,Leibnitz,24.0,1.0
2020-10-24,Leibnitz,29.0,4.0
2020-10-25,Leibnitz,28.0,0.0
2020-10-26,Leibnitz,19.0,21.0
2020-10-27,Leibnitz,32.0,4.0
2020-10-28,Leibnitz,56.0,4.0
2020-10-29,Leibnitz,73.0,4.0
2020-10-30,Leibnitz,69.0,4.0
2020-10-31,Leibnitz,48.0,3.0
2020-11-01,Leibnitz,29.0,3.0
2020-11-02,Leibnitz,18.0,4.0
2020-11-03,Leibnitz,71.0,7.0
2020-11-04,Leibnitz,63.0,9.0
2020-11-05,Leibnitz,113.0,9.0
2020-11-06,Leibnitz,119.0,9.0
2020-11-07,Leibnitz,62.0,10.0
2020-11-08,Leibnitz,46.0,8.0
2020-11-09,Leibnitz,45.0,8.0
2020-11-10,Leibnitz,54.0,9.0
2020-11-11,Leibnitz,80.0,9.0
2020-11-12,Leibnitz,66.0,9.0
2020-11-13,Leibnitz,59.0,10.0
2020-11-14,Leibnitz,40.0,9.0
2020-11-15,Leibnitz,22.0,8.0
2020-11-16,Leibnitz,47.0,7.0
2020-11-17,Leibnitz,49.0,14.0
2020-11-18,Leibnitz,56.0,14.0
2020-11-19,Leibnitz,36.0,14.0
2020-11-20,Leibnitz,66.0,16.0
2020-11-21,Leibnitz,37.0,14.0
2020-11-22,Leibnitz,21.0,10.0
2020-11-23,Leibnitz,18.0,13.0
2020-11-24,Leibnitz,55.0,14.0
2020-11-25,Leibnitz,50.0,13.0
2020-11-26,Leibnitz,45.0,14.0
2020-11-27,Leibnitz,27.0,15.0
2020-11-28,Leibnitz,41.0,13.0
2020-11-29,Leibnitz,15.0,9.0
2020-11-30,Leibnitz,41.0,11.0
2020-12-01,Leibnitz,33.0,12.0
2020-12-02,Leibnitz,48.0,12.0
2020-12-03,Leibnitz,44.0,16.0
2020-12-04,Leibnitz,53.0,14.0
2020-12-05,Leibnitz,24.0,13.0
2020-12-06,Leibnitz,8.0,10.0
2020-12-07,Leibnitz,28.0,11.0
2020-12-08,Leibnitz,16.0,27.0
2020-12-09,Leibnitz,6.0,9.0
2020-12-10,Leibnitz,31.0,9.0
2020-12-11,Leibnitz,44.0,8.0
2020-12-12,Leibnitz,8.0,9.0
2020-12-13,Leibnitz,36.0,8.0
2020-12-14,Leibnitz,21.0,6.0
2020-12-15,Leibnitz,40.0,7.0
2020-12-16,Leibnitz,27.0,6.0
2020-12-17,Leibnitz,23.0,8.0
2020-12-18,Leibnitz,38.0,7.0
2020-12-19,Leibnitz,5.0,8.0
2020-12-20,Leibnitz,12.0,9.0
2020-12-21,Leibnitz,22.0,8.0
2020-12-22,Leibnitz,36.0,8.0
2020-12-23,Leibnitz,41.0,9.0
2020-12-24,Leibnitz,12.0,21.0
2020-12-25,Leibnitz,1.0,27.0
2020-12-26,Leibnitz,5.0,16.0
2020-12-27,Leibnitz,13.0,9.0
2020-12-28,Leibnitz,25.0,22.0
2020-12-29,Leibnitz,45.0,22.0
2020-12-30,Leibnitz,31.0,19.0
2020-12-31,Leibnitz,10.0,22.0
2021-01-01,Leibnitz,3.0,31.0
2021-01-02,Leibnitz,20.0,16.0
2021-01-03,Leibnitz,11.0,11.0
2021-01-04,Leibnitz,8.0,20.0
2021-01-05,Leibnitz,31.0,17.0
2021-01-06,Leibnitz,17.0,29.0
2021-01-07,Leibnitz,15.0,18.0
2021-01-08,Leibnitz,20.0,18.0
2021-01-09,Leibnitz,16.0,12.0
2021-01-10,Leibnitz,9.0,10.0
2021-01-11,Leibnitz,20.0,12.0
2021-01-12,Leibnitz,36.0,14.0
2021-01-13,Leibnitz,22.0,11.0
2021-01-14,Leibnitz,16.0,12.0
2021-01-15,Leibnitz,21.0,12.0
2021-01-16,Leibnitz,10.0,11.0
2021-01-17,Leibnitz,3.0,9.0
2021-01-18,Leibnitz,8.0,11.0
2021-01-19,Leibnitz,24.0,12.0
2021-01-20,Leibnitz,10.0,10.0
2021-01-21,Leibnitz,23.0,12.0
2021-01-22,Leibnitz,7.0,12.0
2021-01-23,Leibnitz,4.0,12.0
2021-01-24,Leibnitz,4.0,9.0
2021-01-25,Leibnitz,25.0,11.0
2021-01-26,Leibnitz,12.0,12.0
2021-01-27,Leibnitz,18.0,11.0
2021-01-28,Leibnitz,14.0,12.0
2021-01-29,Leibnitz,21.0,12.0
2021-01-30,Leibnitz,11.0,10.0
2021-01-31,Leibnitz,4.0,9.0
2021-02-01,Leibnitz,11.0,10.0
2021-02-02,Leibnitz,9.0,11.0
2021-02-03,Leibnitz,13.0,10.0
2021-02-04,Leibnitz,21.0,10.0
2021-02-05,Leibnitz,11.0,11.0
2021-02-06,Leibnitz,8.0,10.0
2021-02-07,Leibnitz,8.0,8.0
2021-02-08,Leibnitz,11.0,10.0
2021-02-09,Leibnitz,11.0,10.0
2021-02-10,Leibnitz,11.0,9.0
2021-02-11,Leibnitz,6.0,9.0
2021-02-12,Leibnitz,7.0,10.0
2021-02-13,Leibnitz,10.0,7.0
2021-02-14,Leibnitz,8.0,7.0
2021-02-15,Leibnitz,21.0,7.0
2021-02-16,Leibnitz,13.0,8.0
2021-02-17,Leibnitz,25.0,6.0
2021-02-18,Leibnitz,22.0,7.0
2021-02-19,Leibnitz,25.0,9.0
2021-02-20,Leibnitz,10.0,6.0
2021-02-21,Leibnitz,30.0,6.0
2021-02-22,Leibnitz,40.0,6.0
2021-02-23,Leibnitz,13.0,6.0
2021-02-24,Leibnitz,55.0,5.0
2021-02-25,Leibnitz,14.0,6.0
2021-02-26,Leibnitz,30.0,7.0
2021-02-27,Leibnitz,14.0,6.0
2021-02-28,Leibnitz,30.0,5.0
2021-03-01,Leibnitz,18.0,5.0
2021-03-02,Leibnitz,29.0,6.0
2021-03-03,Leibnitz,15.0,5.0
2021-03-04,Leibnitz,22.0,6.0
2021-03-05,Leibnitz,48.0,9.0
2021-03-06,Leibnitz,22.0,7.0
2021-03-07,Leibnitz,25.0,6.0
2021-03-08,Leibnitz,41.0,6.0
2021-03-09,Leibnitz,17.0,6.0
2021-03-10,Leibnitz,51.0,6.0
2021-03-11,Leibnitz,46.0,7.0
2021-03-12,Leibnitz,77.0,9.0
2021-03-13,Leibnitz,20.0,7.0
2021-03-14,Leibnitz,21.0,9.0
2021-03-15,Leibnitz,19.0,6.0
2021-03-16,Leibnitz,17.0,6.0
2021-03-17,Leibnitz,54.0,6.0
2021-03-18,Leibnitz,29.0,7.0
2021-03-19,Leibnitz,56.0,9.0
2021-03-20,Leibnitz,29.0,10.0
2021-03-21,Leibnitz,30.0,8.0
2021-03-22,Leibnitz,36.0,6.0
2021-03-23,Leibnitz,38.0,7.0
2021-03-24,Leibnitz,28.0,6.0
2021-03-25,Leibnitz,19.0,6.0
2021-03-26,Leibnitz,14.0,7.0
2021-03-27,Leibnitz,21.0,6.0
2021-03-28,Leibnitz,35.0,7.0
2021-03-29,Leibnitz,16.0,6.0
2021-03-30,Leibnitz,13.0,6.0
2021-03-31,Leibnitz,31.0,4.0
2021-04-01,Leibnitz,24.0,6.0
2021-04-02,Leibnitz,32.0,12.0
2021-04-03,Leibnitz,25.0,8.0
2021-04-04,Leibnitz,26.0,5.0
2021-04-05,Leibnitz,10.0,23.0
2021-04-06,Leibnitz,34.0,8.0
2021-04-07,Leibnitz,4.0,7.0
2021-04-08,Leibnitz,30.0,7.0
2021-04-09,Leibnitz,45.0,7.0
2021-04-10,Leibnitz,11.0,6.0
2021-04-11,Leibnitz,19.0,6.0
2021-04-12,Leibnitz,24.0,6.0
2021-04-13,Leibnitz,26.0,8.0
2021-04-14,Leibnitz,23.0,5.0
2021-04-15,Leibnitz,21.0,6.0
2021-04-16,Leibnitz,18.0,7.0
2021-04-17,Leibnitz,19.0,7.0
2021-04-18,Leibnitz,12.0,7.0
2021-04-19,Leibnitz,31.0,6.0
2021-04-20,Leibnitz,28.0,6.0
2021-04-21,Leibnitz,33.0,5.0
2021-04-22,Leibnitz,23.0,6.0
2021-04-23,Leibnitz,25.0,6.0
2021-04-24,Leibnitz,21.0,5.0
2021-04-25,Leibnitz,10.0,4.0
2021-04-26,Leibnitz,18.0,5.0
2021-04-27,Leibnitz,24.0,6.0
2021-04-28,Leibnitz,22.0,5.0
2021-04-29,Leibnitz,29.0,4.0
2021-04-30,Leibnitz,4.0,5.0
2021-05-01,Leibnitz,22.0,8.0
2021-05-02,Leibnitz,19.0,7.0
2021-05-03,Leibnitz,20.0,3.0
2021-05-04,Leibnitz,26.0,3.0
2021-05-05,Leibnitz,16.0,4.0
2021-05-06,Leibnitz,18.0,4.0
2021-05-07,Leibnitz,12.0,7.0
2021-05-08,Leibnitz,8.0,4.0
2021-05-09,Leibnitz,3.0,2.0
2021-05-10,Leibnitz,8.0,3.0
2021-05-11,Leibnitz,15.0,3.0
2021-05-12,Leibnitz,15.0,1.0
2021-05-13,Leibnitz,8.0,25.0
2021-05-14,Leibnitz,1.0,11.0
2021-05-15,Leibnitz,15.0,6.0
2021-05-16,Leibnitz,4.0,5.0
2021-05-17,Leibnitz,4.0,3.0
2021-05-18,Leibnitz,6.0,2.0
2021-05-19,Leibnitz,9.0,3.0
2021-05-20,Leibnitz,7.0,2.0
2021-05-21,Leibnitz,5.0,1.0
2021-05-22,Leibnitz,1.0,2.0
2021-05-23,Leibnitz,1.0,5.0
2021-05-24,Leibnitz,4.0,24.0
2021-05-25,Leibnitz,5.0,4.0
2021-05-26,Leibnitz,6.0,1.0
2021-05-27,Leibnitz,3.0,3.0
2021-05-28,Leibnitz,3.0,0.0
2021-05-29,Leibnitz,3.0,3.0
2021-05-30,Leibnitz,1.0,2.0
2021-05-31,Leibnitz,0.0,1.0
2021-06-01,Leibnitz,2.0,0.0
2021-06-02,Leibnitz,1.0,-4.0
